Review_ID,Customer_ID,Service_Type,Rating,Sentiment_Label,Review_Text
R108053,C58053,Policy Purchase,3,Neutral,Communication was average.
R108054,C58054,Claim,2,Negative,I had a frustrating experience with customer care.
R108055,C58055,Claim,1,Negative,The policy terms were misleading and confusing.
R108056,C58056,Customer Support,3,Neutral,"Service was okay, nothing special."
R108057,C58057,Claim,2,Negative,Very poor service. No response for days.
R108058,C58058,Customer Support,5,Positive,The policy purchase was seamless and easy to understand.
R108059,C58059,Policy Purchase,2,Negative,Unfriendly staff and long hold times.
R108060,C58060,Claim,5,Positive,Exceptional support and very friendly team.
R108061,C58061,Claim,2,Negative,The policy terms were misleading and confusing.
R108062,C58062,Policy Purchase,2,Negative,The policy terms were misleading and confusing.
R108063,C58063,Customer Support,4,Positive,Customer support was helpful and knowledgeable.
R108064,C58064,Policy Purchase,5,Positive,Customer support was helpful and knowledgeable.
R108065,C58065,Customer Support,5,Positive,I'm happy with the insurance product and services.
R108066,C58066,Customer Support,3,Neutral,"It worked as expected, no major issues."
R108067,C58067,Policy Purchase,2,Negative,Very poor service. No response for days.
R108068,C58068,Policy Purchase,1,Negative,The policy terms were misleading and confusing.
R108069,C58069,Customer Support,1,Negative,Very poor service. No response for days.
R108070,C58070,Customer Support,1,Negative,The policy terms were misleading and confusing.
R108071,C58071,Customer Support,2,Negative,The policy terms were misleading and confusing.
R108072,C58072,Claim,3,Neutral,Communication was average.
R108073,C58073,Policy Purchase,3,Neutral,"It worked as expected, no major issues."
R108074,C58074,Policy Purchase,3,Neutral,Neither satisfied nor dissatisfied.
R108075,C58075,Claim,1,Negative,Claim rejected for unclear reasons. Disappointed.
R108076,C58076,Policy Purchase,1,Negative,Claim rejected for unclear reasons. Disappointed.
R108077,C58077,Policy Purchase,5,Positive,The policy purchase was seamless and easy to understand.
R108078,C58078,Policy Purchase,2,Negative,I had a frustrating experience with customer care.
R108079,C58079,Customer Support,3,Neutral,Communication was average.
R108080,C58080,Policy Purchase,5,Positive,The policy purchase was seamless and easy to understand.
R108081,C58081,Policy Purchase,2,Negative,Claim rejected for unclear reasons. Disappointed.
R108082,C58082,Customer Support,2,Negative,I had a frustrating experience with customer care.
R108083,C58083,Policy Purchase,3,Neutral,"It worked as expected, no major issues."
R108084,C58084,Customer Support,3,Neutral,"Not bad, but could be more responsive."
R108085,C58085,Customer Support,3,Neutral,"Service was okay, nothing special."
R108086,C58086,Claim,1,Negative,I had a frustrating experience with customer care.
R108087,C58087,Customer Support,2,Negative,The policy terms were misleading and confusing.
R108088,C58088,Policy Purchase,4,Positive,I'm happy with the insurance product and services.
R108089,C58089,Policy Purchase,2,Negative,Claim rejected for unclear reasons. Disappointed.
R108090,C58090,Claim,5,Positive,I'm happy with the insurance product and services.
R108091,C58091,Policy Purchase,4,Positive,Customer support was helpful and knowledgeable.
R108092,C58092,Claim,4,Positive,I'm happy with the insurance product and services.
R108093,C58093,Policy Purchase,3,Neutral,"It worked as expected, no major issues."
R108094,C58094,Customer Support,3,Neutral,Communication was average.
R108095,C58095,Policy Purchase,2,Negative,I had a frustrating experience with customer care.
R108096,C58096,Claim,5,Positive,I'm happy with the insurance product and services.
R108097,C58097,Policy Purchase,5,Positive,Customer support was helpful and knowledgeable.
R108098,C58098,Policy Purchase,2,Negative,Unfriendly staff and long hold times.
R108099,C58099,Claim,3,Neutral,Neither satisfied nor dissatisfied.
R108100,C58100,Claim,4,Positive,I'm happy with the insurance product and services.
R108101,C58101,Claim,2,Negative,I had a frustrating experience with customer care.
R108102,C58102,Policy Purchase,1,Negative,Very poor service. No response for days.
R108103,C58103,Policy Purchase,1,Negative,Claim rejected for unclear reasons. Disappointed.
R108104,C58104,Claim,5,Positive,Quick claim settlement. Totally impressed!
R108105,C58105,Customer Support,4,Positive,I'm happy with the insurance product and services.
R108106,C58106,Claim,3,Neutral,"Service was okay, nothing special."
R108107,C58107,Claim,2,Negative,Unfriendly staff and long hold times.
R108108,C58108,Policy Purchase,2,Negative,I had a frustrating experience with customer care.
R108109,C58109,Policy Purchase,4,Positive,Quick claim settlement. Totally impressed!
R108110,C58110,Customer Support,2,Negative,Very poor service. No response for days.
R108111,C58111,Claim,5,Positive,Exceptional support and very friendly team.
R108112,C58112,Policy Purchase,3,Neutral,Communication was average.
R108113,C58113,Policy Purchase,1,Negative,Claim rejected for unclear reasons. Disappointed.
R108114,C58114,Claim,3,Neutral,"Not bad, but could be more responsive."
R108115,C58115,Customer Support,5,Positive,I'm happy with the insurance product and services.
R108116,C58116,Customer Support,3,Neutral,Communication was average.
R108117,C58117,Policy Purchase,5,Positive,The policy purchase was seamless and easy to understand.
R108118,C58118,Claim,2,Negative,I had a frustrating experience with customer care.
R108119,C58119,Policy Purchase,4,Positive,The policy purchase was seamless and easy to understand.
R108120,C58120,Claim,1,Negative,Very poor service. No response for days.
R108121,C58121,Policy Purchase,3,Neutral,"Not bad, but could be more responsive."
R108122,C58122,Customer Support,5,Positive,I'm happy with the insurance product and services.
R108123,C58123,Claim,4,Positive,Quick claim settlement. Totally impressed!
R108124,C58124,Claim,2,Negative,The policy terms were misleading and confusing.
R108125,C58125,Customer Support,4,Positive,Customer support was helpful and knowledgeable.
R108126,C58126,Customer Support,1,Negative,Claim rejected for unclear reasons. Disappointed.
R108127,C58127,Claim,3,Neutral,"It worked as expected, no major issues."
R108128,C58128,Customer Support,3,Neutral,"Not bad, but could be more responsive."
R108129,C58129,Customer Support,5,Positive,Quick claim settlement. Totally impressed!
R108130,C58130,Customer Support,2,Negative,I had a frustrating experience with customer care.
R108131,C58131,Claim,2,Negative,I had a frustrating experience with customer care.
R108132,C58132,Customer Support,1,Negative,Unfriendly staff and long hold times.
R108133,C58133,Claim,3,Neutral,"It worked as expected, no major issues."
R108134,C58134,Policy Purchase,2,Negative,The policy terms were misleading and confusing.
R108135,C58135,Claim,2,Negative,I had a frustrating experience with customer care.
R108136,C58136,Customer Support,2,Negative,Unfriendly staff and long hold times.
R108137,C58137,Customer Support,5,Positive,The policy purchase was seamless and easy to understand.
R108138,C58138,Customer Support,3,Neutral,"It worked as expected, no major issues."
R108139,C58139,Claim,3,Neutral,"It worked as expected, no major issues."
R108140,C58140,Policy Purchase,5,Positive,Quick claim settlement. Totally impressed!
R108141,C58141,Claim,2,Negative,Claim rejected for unclear reasons. Disappointed.
R108142,C58142,Claim,4,Positive,Customer support was helpful and knowledgeable.
R108143,C58143,Policy Purchase,3,Neutral,Neither satisfied nor dissatisfied.
R108144,C58144,Policy Purchase,2,Negative,I had a frustrating experience with customer care.
R108145,C58145,Claim,5,Positive,Exceptional support and very friendly team.
R108146,C58146,Policy Purchase,2,Negative,Unfriendly staff and long hold times.
R108147,C58147,Policy Purchase,1,Negative,Unfriendly staff and long hold times.
R108148,C58148,Customer Support,3,Neutral,"Service was okay, nothing special."
R108149,C58149,Claim,2,Negative,Unfriendly staff and long hold times.
R108150,C58150,Claim,4,Positive,Quick claim settlement. Totally impressed!
R108151,C58151,Claim,3,Neutral,Neither satisfied nor dissatisfied.
R108152,C58152,Claim,2,Negative,I had a frustrating experience with customer care.
R108153,C58153,Customer Support,2,Negative,The policy terms were misleading and confusing.
R108154,C58154,Policy Purchase,1,Negative,I had a frustrating experience with customer care.
R108155,C58155,Customer Support,1,Negative,The policy terms were misleading and confusing.
R108156,C58156,Claim,3,Neutral,"Service was okay, nothing special."
R108157,C58157,Customer Support,3,Neutral,"It worked as expected, no major issues."
R108158,C58158,Claim,2,Negative,Claim rejected for unclear reasons. Disappointed.
R108159,C58159,Claim,2,Negative,Unfriendly staff and long hold times.
R108160,C58160,Claim,1,Negative,The policy terms were misleading and confusing.
R108161,C58161,Customer Support,3,Neutral,"Service was okay, nothing special."
R108162,C58162,Policy Purchase,4,Positive,I'm happy with the insurance product and services.
R108163,C58163,Policy Purchase,3,Neutral,"Not bad, but could be more responsive."
R108164,C58164,Customer Support,3,Neutral,"Service was okay, nothing special."
R108165,C58165,Policy Purchase,2,Negative,Very poor service. No response for days.
R108166,C58166,Customer Support,4,Positive,Quick claim settlement. Totally impressed!
R108167,C58167,Claim,3,Neutral,Neither satisfied nor dissatisfied.
R108168,C58168,Policy Purchase,5,Positive,I'm happy with the insurance product and services.
R108169,C58169,Claim,5,Positive,I'm happy with the insurance product and services.
R108170,C58170,Customer Support,3,Neutral,Neither satisfied nor dissatisfied.
R108171,C58171,Policy Purchase,3,Neutral,"Service was okay, nothing special."
R108172,C58172,Policy Purchase,5,Positive,Exceptional support and very friendly team.
R108173,C58173,Claim,4,Positive,Quick claim settlement. Totally impressed!
R108174,C58174,Customer Support,5,Positive,I'm happy with the insurance product and services.
R108175,C58175,Policy Purchase,2,Negative,Claim rejected for unclear reasons. Disappointed.
R108176,C58176,Claim,2,Negative,Claim rejected for unclear reasons. Disappointed.
R108177,C58177,Policy Purchase,4,Positive,The policy purchase was seamless and easy to understand.
R108178,C58178,Policy Purchase,1,Negative,Very poor service. No response for days.
R108179,C58179,Customer Support,3,Neutral,"It worked as expected, no major issues."
R108180,C58180,Claim,4,Positive,Customer support was helpful and knowledgeable.
R108181,C58181,Policy Purchase,3,Neutral,Neither satisfied nor dissatisfied.
R108182,C58182,Policy Purchase,5,Positive,The policy purchase was seamless and easy to understand.
R108183,C58183,Policy Purchase,3,Neutral,"Not bad, but could be more responsive."
R108184,C58184,Customer Support,2,Negative,Unfriendly staff and long hold times.
R108185,C58185,Customer Support,2,Negative,I had a frustrating experience with customer care.
R108186,C58186,Customer Support,4,Positive,Exceptional support and very friendly team.
R108187,C58187,Policy Purchase,3,Neutral,Neither satisfied nor dissatisfied.
R108188,C58188,Claim,4,Positive,I'm happy with the insurance product and services.
R108189,C58189,Policy Purchase,2,Negative,Very poor service. No response for days.
R108190,C58190,Customer Support,5,Positive,The policy purchase was seamless and easy to understand.
R108191,C58191,Customer Support,2,Negative,Very poor service. No response for days.
R108192,C58192,Customer Support,4,Positive,Customer support was helpful and knowledgeable.
R108193,C58193,Customer Support,3,Neutral,Neither satisfied nor dissatisfied.
R108194,C58194,Customer Support,3,Neutral,Communication was average.
R108195,C58195,Claim,5,Positive,Customer support was helpful and knowledgeable.
R108196,C58196,Claim,1,Negative,Claim rejected for unclear reasons. Disappointed.
R108197,C58197,Policy Purchase,3,Neutral,"Service was okay, nothing special."
R108198,C58198,Policy Purchase,4,Positive,I'm happy with the insurance product and services.
R108199,C58199,Claim,1,Negative,Very poor service. No response for days.
R108200,C58200,Claim,1,Negative,I had a frustrating experience with customer care.
R108201,C58201,Policy Purchase,3,Neutral,Neither satisfied nor dissatisfied.
